"detail_url","Crop Name","National Code","Variety Name","Original Name","Outstanding Characteristics","Agroecological Zones","Origin/Source","Developing Institute","Breeder(s)/Collaborators","Potential Yield (t/ha)","Year of Release","Year of Registration","Summary Yield (t/ha)"
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=646&cropid=16&task=view","Yam","NGDA-20-24","UMUDa-31 (Wonder)","TDa1100432","Slow rate of oxidization (browning) and high dry matter content, high yield, excellent boiling and pounding quality. (43t/ha)","Guinea Savannah","IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike","Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Agre P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.",43,2020,2020,8.4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=647&cropid=16&task=view","Yam","NGDR-20-25","UMUDr-29 (Super)","TDr0900067","Slow rate of oxidization (browning) and high dry matter content. (22t/ha)","Rain Forest and Derived Savannah","IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike","Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., Adebola P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.",22,2020,2020,6.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=648&cropid=16&task=view","Yam","NGDR-20-26","UMUDr-30 (Nagode)","TDr1000048","Slow rate of oxidization (browning) and high dry matter content. (24t/ha)","Guinea Savannah","IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike","Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., Adebola P., Agre P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.",24,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=649&cropid=40&task=view","Castor","NGRC 19-1","NCRICAS1","Acc001","High seed yield and large endosperm. (1.7t/ha)","Guinea savanna ecology","NCRI, Badeggi","NCRI, Badeggi","B.Z. Salihu, O.A. Falusi, A.S. Gana, I.A. Yusuf, A.K. Gana, D.J. Nwosu, B.O. Apuyor, M.A. Kabaraini, T. Gadeyan & I. Salihu",1.7,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=650&cropid=40&task=view","Castor","NGRC 19-2","NCRICAS2","Acc036M2","High yield, high oil content, early maturity and good oil physicochemical properties (oil content - 54.05%, specific gravity- 0.968, Refractive index - 1.479, Acid value - 1.423 (mgNaOH/g), Iodine value - 86.93 (mgNa2SO3/g), Sabonification value - 183.47 (mgKOH/g). (1.9t/ha)","Guinea savanna ecology","NCRI, Badeggi","NCRI, Badeggi","B.Z. Salihu, O.A. Falusi, A.S. Gana, I.A. Yusuf, A.K. Gana, D.J. Nwosu, B.O. Apuyor, M.A. Kabaraini, T. Gadeyan & I. Salihu",1.9,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=651&cropid=3&task=view","Cowpea","NGVU-19-37","SAMPEA 20-T","IT97KT-PBR (IAR- TC-11-07)","Resistance to the legume pod borer and early maturity. (2.9t/ha)","Guinea and Sudan Savanna","IAR, Samaru, Zaria","IAR, Samaru, Zaria, AATF & CSIRO, Canberra, Australia","M.F. Ishiyaku, M.L. Umar, S.B. Mohammed, P. Addae, R.S. Adamu, I.M. Utono, I.A. Kollo, T.J. Higgins, L. Murdock & F. Nang'ayo.",2.9,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=652&cropid=7&task=view","Maize","NGZM-19-146","SAMMAZ 55","2014 TZE-W DT STD","Tolerance to multiple stresses (Striga hermonthica, drought and low-N) and high grain yield. (7.1t/ha)","Northern Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria","B. Badu-Apraku, M. Oyekunle, S.G. Ado, G. Olaoye, I.S. Usman, H. Mani, U.S. Abdullahi & M.B. Hassan",7.1,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=653&cropid=7&task=view","Maize","NGZM-19-147","SAMMAZ 56","EYQH-35","High quality protein content (14.14%), high grain yield, and stress tolerant. (6.9t/ha)","Northern Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria","B. Badu-Apraku, M. Oyekunle, S.G. Ado, G. Olaoye, M.A.B. Fakorede, I.S. Usman, H. Mani, U.S. Abdullahi & M.B. Hassan",6.9,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=654&cropid=7&task=view","Maize","NGZM-19-148","SAMMAZ 57","LY1501-8","High provitamin A content (15.2µg/g). (8.4t/ha)","Northern and Southern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman and H. Mani",8.4,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=655&cropid=7&task=view","Maize","NGZM-19-149","SAMMAZ 58","M1628-3","High yield. (8.8t/ha)","Guinea Savanna ecology","IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, U.S. Abdullahi, M.B. Hassan, R. Abdulmalik, L.B. Hassan, H.O. Ahmed & M. Usman",8.8,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=656&cropid=7&task=view","Maize","NGZM-19-150","ZUMA 450","GS450","Extra earliness and high grain yield. (6.5t/ha)","Sudan savanna agro-ecology","Agranol Invest Ltd., Hungary","Agranol Invest Ltd., Hungary, Agranol Invest Nigeria Ltd. & IAR, Samaru, Zaria","Hungaroseed Kft, M. Oyekunle, I. S. Usman & H. Mani",6.5,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=657&cropid=7&task=view","Maize","NGZM-19-151","ZUMA 500","GS500","Extra earliness and high grain yield. (7.4t/ha)","Sudan savanna agro-ecology","Agranol Invest Ltd., Hungary","Agranol Invest Ltd., Hungary, Agranol Invest Nigeria Ltd. & IAR, Samaru, Zaria","Hungaroseed Kft, M. Oyekunle, I. S. Usman & H. Mani",7.4,2019,2019,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=658&cropid=15&task=view","Wheat","NGTA-19-16","LACRI WHIT- 11","IMAM (ATTILA 7)","Heat tolerant, high yielding and good baking quality (3035cm3/g). (7.1t/ha)","Well adapted to irrigated conditions of the Sudano- sahelian zones","ICARDA","ICARDA and LCRI Maiduguri","W. Tadessa, S. Asefa, H. Ketata, Y. Yakubu, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar, M. El- Mourid",7.1,2019,2019,7.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=659&cropid=16&task=view","Yam","NGDR-19-22","UMUDa-27","TDa1100201","Slow rate of oxidization (browning) and high dry matter content. (35t/ha).","Guinea savanna, Derived savanna and Rain forest agro ecology","IITA, Ibadan","NRCRI, Umudike & IITA, Ibadan","Obidiegwu J.E., Nwachukwu E.C., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Nwadili C., Edemodu A., Nwaoha J., Ofeze M., Nwafor J. & Dixon M.",35,2019,2019,34
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=660&cropid=16&task=view","Yam","NGDA-19-23","UMUDa-28","TDa1100316","Non-browning after processing, excellent boiling and pounding quality. (34t/ha)","Guinea savanna, Derived savanna and Rain forest agro ecology","IITA, Ibadan","NRCRI, Umudike & IITA, Ibadan","Obidiegwu J.E., Nwachukwu E.C., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Nwadili C., Edemodu A., Nwaoha J., Ofeze M., Nwafor J. & Dixon M.",34,2019,2019,4.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=609&cropid=2&task=view","Cotton","NGGS 18-14","MAHYCO C567 BGII","MRC 7377 BGII","Resistance to Bollworm complex, tolerant to sucking insect pests and high seed cotton yield. (4.4t/ha)","All cotton-growing zones of Nigeria","India","Maharashtra Hybrid Seeds Co. Pvt Ltd","Maharashtra Hybrid Seeds Co. Pvt Ltd, M.S. Mohammed, A.I. Yahaya, I. Onu, and C.A. Echekwe",4.4,2018,2018,2.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=610&cropid=2&task=view","Cotton","NGGS 18-15","MAHYCO C571 BGII","MRC 7361 BGII","Resistance to Bollworm complex, high seed cotton yield, early maturity, tolerant to sucking insect pests. (4.1t/ha)","All cotton-growing zones of Nigeria","India","Maharashtra Hybrid Seeds Co. Pvt Ltd","Maharashtra Hybrid Seeds Co. Pvt Ltd, M.S. Mohammed, A.I. Yahaya, I. Onu, and C.A. Echekwe",4.1,2018,2018,3.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=611&cropid=3&task=view","Cowpea","NGVU-18-35","SAMPEA 18","IT07K-293-13","Early maturity, resistance to Alectra,and bacterial blight and tolerant to striga and drought. (2.5t/ha)","Sudan savanna and Sahelian","IITA, Ibadan","IITA, and IAR","O.Boukar,C. Fatoku, M.L. Umaru, M.F. Ishiyaku, B.S. Mohammed, O.O Olufajo, E. Makeri and D. Ishaya",2.5,2018,2018,3.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=612&cropid=3&task=view","Cowpea","NGVU-18-36","SAMPEA 19","IT08K-150-12","Early maturity, tolerant to striga and drought, to Alectra. (2.7t/ha)","Sudan savanna and Sahelian","IITA, Ibadan","IITA, and IAR","O.Boukar,C. Fatoku, M.L. Umaru, M.F. Ishiyaku, B.S. Mohammed, O.O Olufajo, E. Makeri and D. Ishaya",2.7,2018,2018,8.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=613&cropid=4&task=view","Soybean","NGGM-18-23","SC-SL01","S1079/6/7","Rust tolerance, earliness, large seed size, and high pod clearance. (3.1t/ha)","Guinea Savanna","Seed Co Ltd., Harare, Zimbabwe","Seed Co Ltd., Harare, Zimbabwe","H. Mushoriwa, M. A. Adebayo, E. Tembo, J. Derera, S. O. Bakare, A. B. Umaru, S. Aondover",3.1,2018,2018,7.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=614&cropid=6&task=view","Groundnut","NGAH-18-27","SAMNUT 27","ICGV-IS 07999","Early maturing and high pod yield. (3.5t/ha)","Northern guinea and Sudano- sahelian savanna","ICRISAT, India","ICRISAT and IAR","C.A. Echekwu, B.N. Motagi, S.G. Mohammed, A.Usman, H. Ajeigbe, B. Kurya and Shiyanbola",3.5,2018,2018,9.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=615&cropid=6&task=view","Groundnut","NGAH-18-28","SAMNUT 28","ICGV-IS 09926","High pod and haulm yield. (3.1t/h)","Northern guinea and Sudano- sahelian savanna","ICRISAT, India","ICRISAT and IAR","C.A. Echekwu, B.N. Motagi, S.G. Mohammed, A.Usman, H. Ajeigbe, B. Kurya and Shiyanbola",3.1,2018,2018,4.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=616&cropid=6&task=view","Groundnut","NGAH-18-29","SAMNUT 29","ICGV01276","Early maturing and high pod yield. (3.3t/ha)","Northern guinea and Sudano- sahelian savanna","ICRISAT, India","ICRISAT and IAR","C.A. Echekwu, B.N. Motagi, S.G. Mohammed, A.Usman, H. Ajeigbe, B. Kurya and Shiyanbola",3.3,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=617&cropid=7&task=view","Maize","NGZM-18-139*","P3966W","P3966W","High grain yield, good standability. (8.9t/ha)","Forest, forest transition, southern and northern Guinea savannah","Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA","P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal",8.9,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=618&cropid=7&task=view","Maize","NGZM-18-140*","P4063W","P4063W","Resistant to lodging, high grain yield, big kernels and excellent husk cover. (8.1t/ha)","Forest, forest transition, southern and northern Guinea savannah","Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA","P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal",8.1,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=619&cropid=7&task=view","Maize","NGZM-18-141*","P4226","P4226","High grain yield, excellent stay-green characteristics, excellent husk cover and good standability. (8.0t/ha)","Forest, forest transition, southern and northern Guinea savannah","Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA","P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal",8,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=620&cropid=7&task=view","Maize","NGZM-18-142*","WE3205","WE3205","Tolerant to drought, early maturing and high grain yield. (7.9t/ha)","Southern, Northern and Sudan savannah","Monsanto International SARL","Monsanto International SARL","Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",7.9,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=621&cropid=7&task=view","Maize","NGZM-18-143*","DKB350","DKB350","Tolerant to drought and high grain yield. (9.4t/ha)","Southern and Northern Guinea savannah","Monsanto International SARL","Monsanto International SARL","Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",9.4,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=622&cropid=7&task=view","Maize","NGZM-18-144","AMANA-1","MASYN-VAR 5 F2","High grain yield. (9.1t/ha)","Mid-altitude","IITA, Ibadan","IITA, Ibadan","A. Menkir, M. Oyekunle, J.E. Onyibe, I.S. Usman, J.O. Onyibe and H. Mani",9.1,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=623&cropid=7&task=view","Maize","NGZM-18-145","AMANA-2","MASYN-VAR 3 F2","High grain yield and prolific. (7.7t/ha)","Mid-altitude","IITA, Ibadan","IITA, Ibadan","A. Menkir, M. Oyekunle, J.E. Onyibe, I.S. Usman, J.O. Onyibe and H. Mani",7.7,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=624&cropid=12&task=view","Sorghum","NGSB-18-52","SAMSORG 47","ZAUNA-INUWA","High grain yield. (4.8t/ha)","Sudan and Northern Guinea Savanna","Landrace","IAR, Samaru, Zaria","M.Y. Yeye, I.I. Angarawai, D.A. Aba, D.A. Halilu, P. Ogberhie and J. Jonah",4.8,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=625&cropid=12&task=view","Sorghum","NGSB-18-53","SAMSORG 48","KAURA BORNU","High grain yield. (4.7t/ha)","Sudan and Northern Guinea Savanna","Landrace","IAR, Samaru, Zaria","M.Y. Yeye, I.I. Angarawai, D.A. Aba, D.A. Halilu, H. Tapsoba and I. Tush",4.7,2018,2018,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=626&cropid=12&task=view","Sorghum","NGSB-18-54","SAMSORG 49","CF 35:5","Earliness. (2.8t/ha)","Sudan and Sahel savannah","ICRISAT Bamako- Regional germplasm","IAR, Samaru, Zaria","E. Weltizen, F. Ratunde, M.Y.Yeye, I.I. Angarawai, R.O. Abdulmalik, O. Alabi, J.A.Y. Shebayam, R.S. Adamu, H.A. Ajeigbe and H. Abdulhamid",2.8,2018,2018,2.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=627&cropid=32&task=view","Sweet Potato","NGIB-18-9","UMUSPO/4 Solo-Gold","A027","High root carotenoid content, high root yield, resistant to sweetpotato virus disease and high dry matter content. (26.8t/ha)","Reinforest, southern and northern Guinea and Sudan savanna.","NRCRI, Umudike","NRCRI, Umudike","S.O. Afuape, G. Nwaigwe, I.I.M. Nwankwo, J. Njoku, T.E. Carey, M. Andrade and J. Low",26.8,2018,2018,6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=283&cropid=7&task=view","Maize","NGZM-17-133","SAMMAZ 52","PVA SYN 13","Intermediate levels of provitamin A content (9.8'g/g). (6.0t/ha)","Northern Guinea and Sudan Savanna Ecologies","IITA, Ibadan","IITA, Ibadan and IAR, Samaru","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar",6,2017,2017,7.2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=284&cropid=7&task=view","Maize","NGZM-17-134","SAMMAZ 53","TZEE-W STR 105BC2","Extra-early maturity, high grain yield, tolerance to drought and Striga hermonthica. (7.6t/ha)","Northern Guinea and Sudan Savanna Ecologies","IITA, Ibadan","IITA, Ibadan and IAR, Samaru","B. Badu-Apraku, M. Oyekunle, S. G. Ado, G. Olaoye, I. S. Usman, H. Mani, A. Talabi, M.A. Aderounmu, U. S. Abdullahi, R.O. Abdulmalik, H.O. Ahmed, L.B. Hassan, M.B. Hassan & M.A. Yahaya",7.6,2017,2017,8.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=285&cropid=7&task=view","Maize","NGZM-17-135","SAMMAZ 54","TZEE-W Pop DT STR","Extra-early maturity, high grain yield, tolerance to drought and Striga hermonthica. (7.2t/ha)","Northern Guinea and Sudan Savanna Ecologies","IITA, Ibadan","IITA, Ibadan and IAR, Samaru","B. Badu-Apraku, M. Oyekunle, S. G. Ado, G. Olaoye, I. S. Usman, H. Mani, A. Talabi, M.A. Aderounmu, U. S. Abdullahi, R.O. Abdulmalik, H.O. Ahmed, L.B. Hassan, M.B. Hassan & M.A. Yahaya",7.2,2017,2017,9.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=286&cropid=7&task=view","Maize","NGZM-17-136*","SC612","M1124-31","Tolerant to drought, high yield, and good husk cover. (9.0t/ha)","Guinea Savannah","IITA, Ibadan","IITA, Ibadan and Seed Co","Abebe Menkir, Elliot Tembo, M. Oyekunle, I.S. Usman, G. Olaoye, S. Olakojo and S. G. Ado.",9,2017,2017,6.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=287&cropid=7&task=view","Maize","NGZM-17-137*","SC649","11C86","High yield, good husk cover, easy to produce. (8.1t/ha)","Guinea Savannah","Seed Co Ltd., Harare, Zimbabwe","Seed Co, Kaduna, Nigeria","Elliot Tembo, M. Oyekunle, A. Menkir,A. Tahirou, I.S. Usman, G. Olaoye, S. Olakojo, S.G. Ado and M. Adebayo",8.1,2017,2017,188.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=288&cropid=7&task=view","Maize","NGZM-17-138*","DK390","DK390","High grain yield and good standability. (9.4t/ha)","Southern and Northern Guinea Savanna ecologies","Monsanto International SARL","Monsanto Int. and IAR, Samaru","Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",9.4,2017,2017,7.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=289&cropid=7&task=view","Maize","NGZM-17-139*","DK7508","DK7508","High grain yield. (9.8t/ha)","Southern and Northern Guinea Savanna ecologies","Monsanto International SARL","Monsanto Int. and IAR, Samaru","Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",9.8,2017,2017,2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=372&cropid=9&task=view","Rice","NGOS-17-71","FARO 66","ART351:12-2-B-5- B","Submergence tolerant, high yielding, long and medium slender grains and moderately tolerant to iron toxicity. (6.7t/ha)","Lowland","Africa Rice","Africa Rice Centre and NCRI, Badeggi","Venuprasad R, Shittu A, Jolayemi L, Sow M, Maji A.T, Bashiru M, Nwilene F.E and Salami O.",6.7,2017,2017,10.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=373&cropid=9&task=view","Rice","NGOS-17-72","FARO 67","ART350:10-2-1-B","Submergence tolerant, high yielding, long and slender grains and moderately tolerant to iron toxicity. (6.7t/ha)","Lowland","Africa Rice","Africa Rice Centre and NCRI, Badeggi","Venuprasad R, Shittu A, Jolayemi L, Sow M, Maji A.T, Bashiru M, Nwilene F.E and Salami O.",6.7,2017,2017,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=374&cropid=9&task=view","Rice","NGOS-17-73","GAWAL R1","CHAOTAN","High yielding, and tolerance to blast disease. (10.4t/ha)","Lowland rainfed and irrigated ecologies","Green Agriculture West Africa Limited","Green Agriculture West Africa Limited","Zeng Mengtian, Li Tailong, Xu Guoxin, Wang Xuemin, Xu Yuanfang, Zhao Dule, Maji A.T and Bashir M.",10.4,2017,2017,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=465&cropid=13&task=view","Sugarcane","NGSO - 17-21","NCS-009","DTS-51","High cane and sugar yield, tolerant to smut. (188.1t/ha)","Grows in well drained light and heavy of Sudan and Guinea Savanna","NCRI, Badeggi","NCRI, Badeggi and NSDC","M.N. Ishaq, G. Olaoye, A.C. Wada, M.Kawuyo, I.S. Usman, A. Ajayi, M. Hamza, M. Odaodu and J. Inuwa Shehu",188.1,2017,2017,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=496&cropid=15&task=view","Wheat","NGTA-17-14","LACRI WHIT-9","PASTOR","Heat tolerant, high yielding and good baking quality. (7.7t/ha)","Well adapted to irrigated conditions of the Sudano- sahelian zones","ICARDA, Sudan","ICARDA Sudan and LCRI Maiduguri","O. Abdalla, S. Asefa, H. Ketata, Y. Yakubu, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and M. El-Mourid",7.7,2017,2017,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=497&cropid=15&task=view","Wheat","NGTA-17-15","LACRI WHIT-10","KAUZ","Heat tolerant, high yielding and good baking quality. (7.1t/ha)","Well adapted to irrigated conditions of the Sudano- sahelian zones","ICARDA, Sudan","ICARDA Sudan and LCRI Maiduguri","O. Abdalla, S. Asefa, H. Ketata, Y. Yakubu, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and M. El-Mourid",7.1,2017,2017,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=92&cropid=3&task=view","Cowpea","NGVU-16-33","FUAMPEA 1","UAM09 1055-6","Resistance to Striga and Alectra (1.9t/ha)","Northern Guinea, Sudan and Sahelian Savanna","IAR-ABU, Zaria and IITA, Ibadan","FUAM and IAR- ABU, Zaria","L.O. Omoigui, L.L. Bello, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, H.A. Ajeigbe, B.A. Kalu, R. Adeleke, M.P. Timko, E.J. Ekekan, Nater Iyorkaa and Towolawi Oluwole",1.9,2016,2016,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=93&cropid=3&task=view","Cowpea","NGVU-16-34","FUAMPEA 2","UAM09 1051-1","Resistance to Striga and Alectra (2.0t/ha)","Northern Guinea and Sudan Savanna","IAR-ABU, Zaria and IITA, Ibadan","FUAM and IAR- ABU, Zaria","L.O. Omoigui, L.L. Bello, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, H.A. Ajeigbe, B.A. Kalu, R. Adeleke, M.P. Timko, E.J. Ekekan, Nater Iyorkaa and Towolawi Oluwole",2,2016,2016,NA
